zone_id,lat,lng
2,2.90604994412665,101.514118681927
4,2.90604994412665,101.532084987609
5,2.90604994412665,101.54106814045
6,2.90604994412665,101.550051293291
8,2.90604994412665,101.568017598974
10,2.90604994412665,101.585983904656
11,2.90604994412665,101.594967057497
12,2.90604994412665,101.603950210338
13,2.90604994412665,101.61293336318
15,2.90604994412665,101.630899668862
16,2.90604994412665,101.639882821703
17,2.90604994412665,101.648865974544
18,2.90604994412665,101.657849127386
19,2.90604994412665,101.666832280227
20,2.90604994412665,101.675815433068
21,2.90604994412665,101.684798585909
22,2.90604994412665,101.69378173875
23,2.90604994412665,101.702764891592
24,2.90604994412665,101.711748044433
25,2.90604994412665,101.720731197274
26,2.90604994412665,101.729714350115
27,2.90604994412665,101.738697502956
28,2.90604994412665,101.747680655798
29,2.90604994412665,101.756663808639
30,2.90604994412665,101.76564696148
31,2.90604994412665,101.774630114321
32,2.90604994412665,101.783613267162
34,2.90604994412665,101.801579572845
35,2.90604994412665,101.810562725686
36,2.90604994412665,101.819545878527
37,2.90604994412665,101.828529031368
38,2.90604994412665,101.83751218421
39,2.90604994412665,101.846495337051
40,2.90604994412665,101.855478489892
41,2.90604994412665,101.864461642733
42,2.90604994412665,101.873444795574
44,2.90604994412665,101.891411101257
45,2.91503309696785,101.505135529085
46,2.91503309696785,101.514118681927
47,2.91503309696785,101.523101834768
48,2.91503309696785,101.532084987609
49,2.91503309696785,101.54106814045
50,2.91503309696785,101.550051293291
52,2.91503309696785,101.568017598974
53,2.91503309696785,101.577000751815
55,2.91503309696785,101.594967057497
56,2.91503309696785,101.603950210338
57,2.91503309696785,101.61293336318
58,2.91503309696785,101.621916516021
59,2.91503309696785,101.630899668862
60,2.91503309696785,101.639882821703
62,2.91503309696785,101.657849127386
63,2.91503309696785,101.666832280227
64,2.91503309696785,101.675815433068
65,2.91503309696785,101.684798585909
66,2.91503309696785,101.69378173875
67,2.91503309696785,101.702764891592
68,2.91503309696785,101.711748044433
69,2.91503309696785,101.720731197274
70,2.91503309696785,101.729714350115
71,2.91503309696785,101.738697502956
72,2.91503309696785,101.747680655798
73,2.91503309696785,101.756663808639
75,2.91503309696785,101.774630114321
76,2.91503309696785,101.783613267162
77,2.91503309696785,101.792596420004
78,2.91503309696785,101.801579572845
79,2.91503309696785,101.810562725686
80,2.91503309696785,101.819545878527
81,2.91503309696785,101.828529031368
82,2.91503309696785,101.83751218421
83,2.91503309696785,101.846495337051
84,2.91503309696785,101.855478489892
85,2.91503309696785,101.864461642733
86,2.91503309696785,101.873444795574
88,2.91503309696785,101.891411101257
89,2.92401624980904,101.505135529085
90,2.92401624980904,101.514118681927
91,2.92401624980904,101.523101834768
92,2.92401624980904,101.532084987609
93,2.92401624980904,101.54106814045
94,2.92401624980904,101.550051293291
96,2.92401624980904,101.568017598974
97,2.92401624980904,101.577000751815
99,2.92401624980904,101.594967057497
100,2.92401624980904,101.603950210338
101,2.92401624980904,101.61293336318
102,2.92401624980904,101.621916516021
103,2.92401624980904,101.630899668862
104,2.92401624980904,101.639882821703
105,2.92401624980904,101.648865974544
106,2.92401624980904,101.657849127386
107,2.92401624980904,101.666832280227
109,2.92401624980904,101.684798585909
110,2.92401624980904,101.69378173875
111,2.92401624980904,101.702764891592
112,2.92401624980904,101.711748044433
113,2.92401624980904,101.720731197274
114,2.92401624980904,101.729714350115
115,2.92401624980904,101.738697502956
